"X1","X2","ytrain"
"56",0.0527796701857585,0.411799130203705,1
"57",-0.0265888225703393,-0.47678922990995,2
"58",0.0500731076046378,0.47014754563266,1
"59",-0.764857618120375,0.410418681550525,2
"60",0.0215683942295251,0.458973788238356,1
"61",-0.92882872991305,0.289504846896929,2
"62",0.00648040559277114,0.499575047686575,1
"63",0.658795088416252,-0.0157588821366385,2
"64",-0.0209459159050828,0.492267553288488,1
"65",0.171521461870256,-0.458020886516028,2
"66",-0.0259846717607887,0.666410193765634,1
"67",-0.232838177633193,0.88891622478101,2
"68",-0.934148690218777,0.137605146960937,2
"69",-0.0734237692521541,0.471279780409766,1
"70",0.395540165276843,-0.434345553731234,2
"71",0.641984198268365,0.456686183949299,2
"72",-0.098317316377146,0.442044495129742,1
"73",0.484035517865265,0.585218001530659,2
"74",0.365590814037267,0.759199868778972,2
"75",-0.00660477960435468,-0.500125508686205,2
"76",-0.127244640451241,0.586497518242356,1
"77",-0.416293735187002,-0.230420741220287,2
"78",-0.430448372302475,-0.157945931636401,2
"79",-0.147502565384027,0.467894985690106,1
"80",-0.179163280830261,0.510772045459894,1
"81",0.185275866682637,0.770055355737472,2
"82",-0.211434228692274,0.530223343354018,1
"83",0.403429899662164,-0.393097237662113,2
"84",-0.243756072967307,0.538046608321776,1
"85",0.667418062918511,-0.0875549056644094,2
"86",0.527983411663956,0.522664365237851,2
"87",-0.33971329052857,-0.0532993652748845,2
"88",-0.361764398131419,-0.108763936271375,2
"89",-0.257093162457303,0.478187826171639,1
"90",-0.281621675385524,0.464072814734616,1
"91",-0.272221408124686,0.846876808408655,2
"92",-0.339439297315282,-0.0167052867806347,2
"93",-0.315501591913428,0.472412368382677,1
"94",-0.348442955585564,0.473289264070959,1
"95",-0.376056670800012,0.46079389911562,1
"96",0.650653902832224,0.0192739538210439,2
"97",-0.404283199173809,0.448288677910916,1
"98",-0.966978244221746,0.0956387519434355,2
"99",-0.393503364584955,0.782655091272542,2
"100",-0.403962156235637,0.393855613645258,1
"101",-0.43348266295451,0.384672478577879,1
"102",0.149177913728315,-0.486116550019432,2
"103",-0.519898007178087,0.438798394348979,1
"104",-0.519728254906835,0.388243859904735,1
"105",-0.503688171874354,0.327670979248334,1
"106",-0.461257179690763,0.251712423975036,1
"107",-0.491184914351873,0.240768242696696,1
"108",-0.964883742011122,0.197343597412961,2
"109",-0.630117076976726,0.581853674257925,2
"110",-0.549546084775603,0.246649126679875,1
"111",-0.584851247134046,0.232019008233358,1
"112",-0.767774078840077,0.468247132613367,2
"113",-0.625476102551184,0.217295748268242,1
"114",0.573797431298304,0.343651183726283,2
"115",-0.611136339206505,0.173018223657979,1
"116",0.638078570229536,0.0862915992073228,2
"117",-0.562276366078125,0.117829464723817,1
"118",-0.656614920675074,0.11996346208353,1
"119",-0.612731984578776,0.0714345341227081,1
"120",-0.672820273421361,0.053453941567994,1
"121",-0.582984031772354,0.00168243632723635,1
"122",-0.718500931212728,-0.010260244240713,1
"123",0.540870377430201,-0.462921396746588,2
"124",0.61807566228615,0.401640661304602,2
"125",-0.137301995768009,0.812669812637365,2
"126",-0.420157783690131,-0.258505497237184,2
"127",-0.710076721184596,-0.0478057154675576,1
"128",-0.734014826311421,-0.0834969123413029,1
"129",-0.785780566531078,0.543975631211829,2
"130",0.597545103641269,-0.166596020989516,2
"131",-0.682674805431834,-0.12012601008429,1
"132",-0.661339393475573,-0.154029255755103,1
"133",-0.548223830177869,-0.174704720143102,1
"134",-0.339146142138579,-0.303750898782609,2
"135",-0.66968070235105,-0.226060758336882,1
"136",0.454727473849639,-0.41183152507196,2
"137",-0.675809844203449,-0.264495303696075,1
"138",0.608599806610568,-0.286737949693187,2
"139",-0.178895879579412,0.808024964276654,2
"140",-0.637397924757139,-0.291995806476164,1
"141",-0.0913133128735653,-0.508345405260551,2
"142",-0.597345262114294,-0.316028525806644,1
"143",-0.574806241827823,-0.344056465312351,1
"144",-0.631329379095242,-0.407772526491124,1
"145",-0.6332285098087,-0.452076233664791,1
"146",-0.555409374972289,-0.452005572163635,1
"147",0.450805768244154,0.606582722054523,2
"148",0.583467700734526,0.468669263714311,2
"149",0.564841300814413,0.502075359031778,2
"150",-0.612930876413022,-0.534078850576689,1
"151",-0.452365406715412,-0.466545048577523,1
"152",0.30190913289632,-0.378465370853957,2
"153",-0.526391472124357,-0.570384503690389,1
"154",-0.530749692751999,-0.627952208805851,1
"155",-0.443764714736848,-0.599445900460125,1
"156",-0.0556226579644391,-0.486499176471398,2
"157",-0.35614985450296,-0.260018518942645,2
"158",-0.428459436407687,-0.639319548780355,1
"159",-0.535168830022498,0.67260694839853,2
"160",0.111629137566167,0.806563388716099,2
"161",0.261289976164119,-0.491745931969865,2
"162",-0.433010869759483,-0.707568106106809,1
"163",-0.360586935550931,-0.679399616505933,1
"164",-0.321518619107597,-0.691026450936955,1
"165",0.668155705010405,0.225788645972145,2
"166",-0.0520429547626571,0.849488614623536,2
"167",-0.358495203605066,-0.0698443269907396,2
"168",-0.248900372239556,-0.642614380425206,1
"169",-0.320475370934621,-0.859938735440194,1
"170",0.538224352385777,-0.203769825321064,2
"171",-0.234916855927426,-0.783109061117926,1
"172",0.63513475976689,-0.112407921000953,2
"173",-0.191237680423167,-0.785456879039188,1
"174",-0.139401157755277,-0.759455774084841,1
"175",-0.119896296570359,-0.836773388002308,1
"176",-0.0771288740337125,-0.842411171756694,1
"177",-0.0388795053952107,-0.874532004283309,1
"178",0.709113286384031,-0.0621477294849992,2
"179",0.00115674162951734,-0.916192495087849,1
"180",0.0484290627040814,-0.906944161327669,1
"181",0.0952939112003249,-0.849056172893538,1
"182",-0.444797559908519,-0.0861354281324746,2
"183",-0.296186282436156,-0.0118242735431439,2
"184",0.017465981780259,-0.512565328326758,2
"185",-0.387223340730712,-0.130621674123591,2
"186",0.136639657272998,-0.795813970240366,1
"187",0.182268228188109,-0.845267433268602,1
"188",0.222611558777533,-0.817036888573021,1
"189",0.275723533256395,-0.864859845475447,1
"190",-0.28103402567642,-0.349879372388073,2
"191",0.315773737616257,-0.834804710803445,1
"192",0.357539762026192,-0.816353184508072,1
"193",0.271132638096433,0.681198872098142,2
"194",0.374009166849111,-0.728464841386742,1
"195",0.0961132035791043,-0.614417426626017,2
"196",0.205245434231753,-0.499054464732274,2
"197",0.458212070188544,-0.822121652562692,1
"198",-0.136232182203524,-0.388975055175884,2
"199",-0.707014382014047,0.600344186360344,2
"200",-0.244502627594713,-0.414485419796917,2
"201",0.453528145817885,-0.701849551138275,1
"202",-0.867520559200581,0.423263764144978,2
"203",0.536454678182665,-0.765619054288074,1
"204",-0.51480680406572,0.829595872987975,2
"205",0.563416229391863,-0.718764389304208,1
"206",0.551513182186905,-0.177553662759159,2
"207",-0.147083418221211,-0.565914565247579,2
"208",-0.285865102794023,-0.385100734485081,2
"209",0.57947924934227,-0.660181997499933,1
"210",0.59768045741993,-0.610566050202422,1
"211",0.517652569129206,-0.38609228814157,2
"212",0.699568031703983,0.120503276334139,2
"213",0.58946295961533,-0.3596592325326,2
"214",0.688080370099564,-0.650392604232728,1
"215",0.464995645613998,0.519743290669982,2
"216",0.562081642356208,0.238111422030532,2
"217",0.685920379066722,-0.577833179549732,1
"218",0.12405729947232,-0.5057835356502,2
"219",0.352336607154652,0.607035077259766,2
"220",-0.101245884575096,-0.41415856682006,2
